student_id,age,gender,major,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,previous_gpa,semester,stress_level,dropout_risk,social_activity,screen_time,study_environment,access_to_tutoring,family_income_range,parental_support_level,motivation_level,exam_anxiety_score,learning_style,time_management_score,exam_score,ai_feedback,predicted_score
138221,28,Female,Arts,5.0,0.1,2.7,No,95.3,5.2,Good,5,Master,Low,5.5,Yes,3.98,6,2.9,No,0,8.1,Co-Learning Group,No,High,7,6,9,Reading,1.1,100,Improve sleep hygiene. Too much time on Netflix. Manage exam anxiety.,89.35
138222,22,Male,Biology,4.2,3.7,3.6,Yes,73.9,7.6,Good,0,Master,Medium,5.6,Yes,3.67,1,6.1,No,1,12.4,Dorm,No,Low,8,4,10,Kinesthetic,3.8,95,Reduce social media usage. Too much time on Netflix. Work on motivation. Manage exam anxiety.,87.85
138223,27,Female,Engineering,4.6,4.0,3.1,Yes,57.9,4.0,Good,7,PhD,Low,6.3,No,3.54,4,8.1,No,2,12.6,Cafe,Yes,Low,1,10,5,Kinesthetic,5.9,79,Improve sleep hygiene. Reduce social media usage. Too much time on Netflix. Improve attendance.,92.3
138224,17,Other,Computer Science,4.794903967721034,2.8,1.8,Yes,77.2,10.4,Poor,1,Some College,Low,2.9,No,3.28,3,6.6,No,1,9.7,Co-Learning Group,Yes,Low,2,2,10,Visual,2.0,87,Work on motivation. Manage exam anxiety.,88.95
138225,19,Other,Computer Science,5.639844368704546,0.3,2.2,No,70.3,7.7,Good,4,Master,Medium,5.3,No,3.63,1,5.0,No,5,10.1,Quiet Room,Yes,Medium,9,8,7,Kinesthetic,4.5,99,Too much time on Netflix.,94.31
138226,27,Female,Arts,5.4,4.3,1.9,No,82.2,6.1,Fair,2,Master,Medium,6.5,No,3.0,4,4.7,No,3,11.7,Dorm,No,High,9,9,6,Kinesthetic,8.5,78,Reduce social media usage.,93.86
138227,23,Female,Computer Science,5.70079955655655,4.2,1.5,No,73.0,8.4,Poor,3,Some College,High,5.7,No,3.14,6,3.7,No,2,11.8,Library,Yes,Low,4,4,10,Reading,4.8,81,Reduce social media usage. Work on motivation. Manage exam anxiety.,90.5
138228,22,Other,Engineering,1.2,2.7,2.1,No,58.8,4.0,Good,0,Bachelor,Medium,6.3,Yes,3.68,1,6.2,No,2,7.9,Cafe,Yes,Low,3,5,10,Visual,1.1,100,Increase daily study time. Improve sleep hygiene. Too much time on Netflix. Improve attendance. Manage exam anxiety.,81.91
138229,28,Female,Computer Science,1.5954231110476549,0.4,0.0,Yes,50.3,6.8,Good,2,Bachelor,Low,3.8,Yes,2.66,6,4.9,No,1,2.2,Co-Learning Group,Yes,High,1,4,10,Kinesthetic,3.8,70,Increase daily study time. Improve attendance. Work on motivation. Manage exam anxiety.,83.75
138230,23,Female,Computer Science,4.083858463877226,3.2,2.7,No,73.3,5.5,Poor,7,Master,Low,3.1,No,3.83,5,8.7,No,2,10.1,Dorm,Yes,Medium,9,6,9,Visual,3.2,94,Improve sleep hygiene. Reduce social media usage. Too much time on Netflix. Manage exam anxiety.,88.17
138231,25,Female,Psychology,2.9,4.5,1.7,Yes,88.0,8.1,Poor,2,Bachelor,High,5.7,Yes,3.87,6,7.4,No,2,9.6,Cafe,No,Medium,5,6,9,Reading,8.8,100,Reduce social media usage. Manage exam anxiety.,88.46
138232,26,Other,Psychology,2.1,3.4,0.2,Yes,76.7,5.6,Fair,5,High School,High,7.5,Yes,2.75,1,4.3,No,3,7.6,Cafe,Yes,Low,3,2,10,Kinesthetic,7.1,62,Improve sleep hygiene. Reduce social media usage. Work on motivation. Manage exam anxiety.,81.83
138233,18,Other,Computer Science,3.714536294114646,2.6,1.8,Yes,95.3,5.8,Good,6,Bachelor,Low,4.7,Yes,2.85,8,8.0,No,0,8.5,Cafe,Yes,Medium,9,7,8,Reading,7.0,66,Improve sleep hygiene. Manage exam anxiety.,89.12
138234,23,Female,Business,6.1,4.7,3.7,No,87.6,5.2,Fair,3,Master,Low,6.8,No,3.64,6,3.4,No,0,16.4,Dorm,No,Low,2,5,10,Kinesthetic,2.7,97,Improve sleep hygiene. Reduce social media usage. Too much time on Netflix. Manage exam anxiety.,89.59
138235,28,Female,Psychology,3.6,2.2,0.2,No,60.5,7.5,Good,6,Some College,Medium,8.6,Yes,4.0,6,2.5,No,1,7.9,Co-Learning Group,No,Medium,7,9,6,Reading,4.0,100,Improve attendance.,92.32
138236,21,Other,Engineering,5.2,3.3,0.8,No,72.4,7.1,Good,7,Master,High,6.7,Yes,3.99,1,6.1,No,5,9.8,Quiet Room,No,Low,5,3,10,Auditory,2.7,94,Reduce social media usage. Work on motivation. Manage exam anxiety.,88.0
138237,20,Other,Engineering,8.2,3.0,0.3,No,80.5,6.1,Good,1,High School,Medium,9.2,Yes,3.67,8,7.8,No,4,13.4,Cafe,No,Medium,1,1,10,Auditory,9.1,92,Work on motivation. Manage exam anxiety.,89.9
138238,23,Male,Computer Science,5.293189981625672,4.2,1.1,No,69.0,6.1,Good,3,Master,Low,5.0,No,3.54,1,8.2,No,0,12.4,Co-Learning Group,Yes,High,3,9,6,Auditory,2.2,89,Reduce social media usage. Improve attendance.,93.56
138239,20,Male,Psychology,6.5,4.9,3.9,No,69.2,10.5,Poor,5,Master,High,8.0,No,3.24,6,3.0,No,2,15.4,Cafe,No,High,1,1,10,Auditory,9.4,84,Reduce social media usage. Too much time on Netflix. Improve attendance. Work on motivation. Manage exam anxiety.,90.61
138240,22,Female,Biology,6.5,0.7,1.3,No,69.8,6.3,Good,3,Master,Medium,5.8,No,3.49,3,6.9,No,0,8.9,Cafe,Yes,High,2,6,9,Auditory,6.8,85,Improve attendance. Manage exam anxiety.,92.3
138241,17,Male,Psychology,4.3,4.8,2.4,Yes,41.2,5.5,Fair,1,Master,Medium,5.8,Yes,3.86,5,5.2,No,3,12.9,Library,Yes,Low,3,10,5,Auditory,6.9,97,Improve sleep hygiene. Reduce social media usage. Too much time on Netflix. Improve attendance.,92.92
138242,25,Male,Arts,1.2,3.4,3.1,Yes,62.8,5.3,Good,7,Some College,Low,2.5,Yes,4.0,4,4.4,No,4,8.8,Cafe,Yes,High,10,7,8,Reading,7.7,99,Increase daily study time. Improve sleep hygiene. Reduce social media usage. Too much time on Netflix. Improve attendance. Manage exam anxiety.,85.2
138243,17,Male,Biology,0.8,2.1,1.9,Yes,73.5,7.1,Good,2,High School,High,7.8,No,2.51,2,5.2,No,5,5.0,Library,No,Low,1,2,10,Kinesthetic,3.4,61,Increase daily study time. Work on motivation. Manage exam anxiety.,81.07
138244,22,Other,Business,2.7,1.4,1.2,No,71.2,6.0,Good,2,High School,High,8.0,No,3.67,4,7.9,No,4,6.5,Dorm,No,Low,9,2,10,Reading,8.7,98,Work on motivation. Manage exam anxiety.,83.08
138245,17,Male,Psychology,7.1,1.7,1.8,No,51.5,8.4,Fair,0,PhD,Low,7.7,Yes,3.27,4,6.5,No,3,11.6,Dorm,No,Low,3,4,10,Visual,1.9,84,Improve attendance. Work on motivation. Manage exam anxiety.,92.49
138246,24,Other,Computer Science,4.212984394671052,2.9,2.1,Yes,66.6,8.3,Good,7,Some College,High,7.4,No,3.99,7,8.1,No,4,10.8,Library,Yes,High,2,7,8,Kinesthetic,1.3,100,Too much time on Netflix. Improve attendance. Manage exam anxiety.,91.44
138247,17,Male,Biology,3.4,4.3,3.5,No,61.0,5.4,Fair,0,Bachelor,Low,8.5,Yes,2.79,5,5.5,No,3,12.1,Dorm,Yes,Medium,9,3,10,Auditory,3.2,67,Improve sleep hygiene. Reduce social media usage. Too much time on Netflix. Improve attendance. Work on motivation. Manage exam anxiety.,84.24
138248,16,Male,Arts,2.0,3.0,1.0,No,63.9,7.8,Fair,3,Bachelor,Medium,8.7,No,3.33,4,3.5,No,2,6.3,Cafe,Yes,Medium,5,1,10,Auditory,3.7,90,Improve attendance. Work on motivation. Manage exam anxiety.,82.33
138249,27,Other,Arts,1.1,3.8,4.0,No,40.6,9.2,Fair,2,Master,High,5.2,Yes,3.14,4,8.3,Yes,1,10.4,Co-Learning Group,No,Medium,3,3,10,Kinesthetic,7.3,79,Increase daily study time. Reduce social media usage. Too much time on Netflix. Improve attendance. Work on motivation. Manage exam anxiety.,83.85
138250,21,Female,Computer Science,0.7166940172786658,0.9,2.1,Yes,61.5,8.3,Good,4,High School,Low,7.3,Yes,3.61,6,5.3,No,3,4.0,Dorm,Yes,Medium,3,7,8,Auditory,9.0,91,Increase daily study time. Too much time on Netflix. Improve attendance. Manage exam anxiety.,86.82
138251,27,Female,Engineering,0.9,0.8,3.5,No,85.9,6.6,Good,5,Bachelor,Low,6.6,No,3.14,7,5.1,No,3,6.8,Co-Learning Group,No,Medium,9,3,10,Visual,5.2,82,Increase daily study time. Too much time on Netflix. Work on motivation. Manage exam anxiety.,81.84
138252,26,Other,Business,4.1,4.4,4.0,Yes,74.9,8.2,Good,5,PhD,High,9.0,No,4.0,5,4.3,No,1,13.8,Quiet Room,Yes,Medium,7,6,9,Kinesthetic,6.9,85,Reduce social media usage. Too much time on Netflix. Manage exam anxiety.,90.16
138253,18,Other,Arts,2.2,3.1,2.2,No,97.4,7.9,Fair,5,PhD,Medium,6.8,Yes,3.03,6,5.3,No,2,8.4,Cafe,Yes,Low,5,1,10,Auditory,7.8,78,Reduce social media usage. Too much time on Netflix. Work on motivation. Manage exam anxiety.,82.81
138254,20,Male,Business,7.0,4.9,1.3,No,88.3,5.1,Fair,7,Some College,Low,7.6,Yes,3.96,5,6.4,No,5,14.4,Co-Learning Group,Yes,High,2,3,10,Visual,4.4,100,Improve sleep hygiene. Reduce social media usage. Work on motivation. Manage exam anxiety.,89.06
138255,17,Female,Psychology,2.4,1.5,3.9,Yes,54.1,7.4,Good,3,Master,Low,3.9,No,3.61,3,3.9,No,4,8.9,Library,Yes,Low,1,10,5,Auditory,1.8,93,Too much time on Netflix. Improve attendance.,91.69
138256,26,Male,Psychology,1.5,4.8,2.3,Yes,57.2,7.0,Fair,5,Master,Medium,4.6,No,3.61,2,7.3,No,4,10.4,Co-Learning Group,No,Low,3,7,8,Kinesthetic,1.6,96,Increase daily study time. Reduce social media usage. Too much time on Netflix. Improve attendance. Manage exam anxiety.,86.63
138257,17,Other,Computer Science,6.080652349595184,4.3,2.4,Yes,70.9,7.7,Fair,3,Some College,Medium,7.1,Yes,2.93,3,4.3,No,0,14.6,Cafe,No,Low,6,4,10,Auditory,3.2,72,Reduce social media usage. Too much time on Netflix. Work on motivation. Manage exam anxiety.,90.5
138258,25,Female,Engineering,4.9,0.8,2.0,Yes,56.2,5.8,Good,2,Some College,High,5.2,No,4.0,2,3.8,No,5,9.1,Dorm,Yes,Low,2,5,10,Visual,6.0,100,Improve sleep hygiene. Improve attendance. Manage exam anxiety.,88.56
138259,18,Other,Business,2.7,0.1,1.3,Yes,43.5,8.9,Good,6,PhD,Medium,7.8,Yes,3.91,3,4.0,No,0,5.1,Quiet Room,No,High,6,7,8,Reading,2.0,88,Improve attendance. Manage exam anxiety.,89.87
138260,28,Female,Arts,5.1,2.3,0.5,Yes,81.6,8.5,Poor,3,Bachelor,Medium,5.8,Yes,2.84,1,2.5,No,2,7.9,Dorm,Yes,Low,8,4,10,Visual,1.2,70,Work on motivation. Manage exam anxiety.,89.75
138261,19,Male,Engineering,3.8,3.0,0.1,No,96.8,6.3,Fair,5,Bachelor,Medium,5.2,Yes,3.36,8,6.0,No,0,7.2,Co-Learning Group,Yes,Low,9,6,9,Auditory,3.6,83,Manage exam anxiety.,88.38
138262,21,Male,Engineering,4.9,0.1,3.8,No,85.4,4.8,Good,6,Bachelor,Medium,8.5,No,4.0,4,5.1,No,2,9.2,Library,No,Low,4,4,10,Auditory,1.3,100,Improve sleep hygiene. Too much time on Netflix. Work on motivation. Manage exam anxiety.,86.94
138263,16,Other,Business,3.8,4.7,3.4,Yes,94.5,7.0,Fair,4,Bachelor,High,5.8,No,4.0,7,8.9,No,0,12.3,Library,No,High,10,10,5,Reading,3.0,100,Reduce social media usage. Too much time on Netflix.,93.27
138264,27,Male,Business,1.9,3.7,1.1,Yes,94.4,6.7,Fair,7,Bachelor,High,5.2,Yes,4.0,3,6.9,No,5,7.9,Dorm,Yes,High,5,10,5,Visual,8.7,100,Increase daily study time. Reduce social media usage.,90.57
138265,19,Other,Computer Science,3.987339899345391,3.4,3.2,Yes,59.5,5.6,Good,2,High School,Medium,6.8,No,3.1,1,7.6,No,0,11.2,Co-Learning Group,Yes,High,3,2,10,Kinesthetic,5.1,83,Improve sleep hygiene. Reduce social media usage. Too much time on Netflix. Improve attendance. Work on motivation. Manage exam anxiety.,84.41
138266,19,Female,Engineering,3.7,1.3,2.4,No,96.3,7.5,Good,5,Bachelor,Medium,6.6,Yes,4.0,2,4.1,No,5,8.2,Cafe,No,High,7,6,9,Visual,5.5,96,Too much time on Netflix. Manage exam anxiety.,89.23
138267,27,Other,Engineering,2.6,1.0,3.1,No,79.7,7.0,Good,5,Bachelor,High,5.8,Yes,3.2,6,3.8,No,0,8.7,Library,Yes,Low,1,7,8,Auditory,1.7,84,Too much time on Netflix. Manage exam anxiety.,88.37
138268,17,Male,Arts,4.9,4.5,2.2,Yes,70.3,5.4,Good,2,Some College,High,5.8,No,4.0,6,4.3,No,0,12.8,Quiet Room,No,High,1,8,7,Auditory,5.5,94,Improve sleep hygiene. Reduce social media usage. Too much time on Netflix.,91.46
138269,23,Male,Psychology,2.7,1.5,3.2,No,64.3,8.7,Fair,1,High School,High,6.1,No,4.0,3,6.2,No,3,9.0,Co-Learning Group,Yes,High,3,6,9,Reading,6.3,98,Too much time on Netflix. Improve attendance. Manage exam anxiety.,88.67
138270,23,Other,Arts,1.6,1.8,3.8,No,96.1,7.5,Fair,7,Bachelor,High,7.7,Yes,3.4,7,4.7,No,3,7.4,Dorm,No,High,2,8,7,Reading,6.5,85,Increase daily study time. Too much time on Netflix.,88.54
138271,27,Male,Biology,4.6,1.3,3.4,No,75.0,7.2,Fair,1,PhD,Low,5.6,No,3.01,5,5.2,No,4,10.8,Dorm,Yes,Low,1,7,8,Kinesthetic,9.5,73,Too much time on Netflix. Manage exam anxiety.,91.46
138272,23,Male,Computer Science,8.179378025820732,3.5,1.4,No,71.0,8.1,Fair,5,High School,Medium,7.3,Yes,4.0,2,3.7,No,4,13.4,Co-Learning Group,Yes,Low,8,10,5,Visual,7.4,100,Reduce social media usage.,100.29
138273,22,Other,Engineering,0.9,0.0,0.6,Yes,84.3,7.0,Good,4,Bachelor,Low,4.4,No,2.96,4,5.2,No,2,1.7,Co-Learning Group,No,Low,2,6,9,Reading,9.5,75,Increase daily study time. Manage exam anxiety.,85.09
138274,18,Male,Business,3.8,0.0,2.2,Yes,47.1,5.1,Poor,1,Bachelor,Medium,4.3,Yes,3.5,3,2.0,No,0,7.5,Co-Learning Group,Yes,Low,6,3,10,Auditory,7.0,99,Improve sleep hygiene. Too much time on Netflix. Improve attendance. Work on motivation. Manage exam anxiety.,84.84
138275,21,Female,Biology,6.3,4.4,1.2,No,92.0,7.6,Good,5,PhD,Low,4.6,Yes,3.19,1,4.2,No,0,12.5,Library,Yes,High,3,1,10,Kinesthetic,9.5,86,Reduce social media usage. Work on motivation. Manage exam anxiety.,88.28
138276,18,Female,Business,6.2,3.6,2.4,Yes,60.3,7.7,Good,6,PhD,Medium,8.9,Yes,3.11,2,1.3,No,5,12.5,Dorm,Yes,Low,8,5,10,Kinesthetic,3.1,73,Reduce social media usage. Too much time on Netflix. Improve attendance. Manage exam anxiety.,91.55
138277,20,Other,Arts,7.3,3.0,3.0,No,40.4,7.1,Fair,2,PhD,Medium,6.6,No,3.55,6,10.0,Yes,5,13.4,Cafe,No,High,9,1,10,Reading,7.6,95,Too much time on Netflix. Improve attendance. Work on motivation. Manage exam anxiety.,89.3
138278,24,Male,Arts,3.2,3.5,0.2,No,73.6,7.0,Fair,5,High School,Low,4.3,Yes,3.99,4,3.5,No,2,8.5,Quiet Room,Yes,Low,2,2,10,Visual,3.8,100,Reduce social media usage. Work on motivation. Manage exam anxiety.,84.29
138279,26,Male,Computer Science,3.7472258094771833,4.2,0.7,Yes,77.4,4.6,Good,6,Bachelor,Low,7.3,No,4.0,4,2.7,No,1,9.2,Cafe,No,Medium,4,1,10,Visual,9.0,95,Improve sleep hygiene. Reduce social media usage. Work on motivation. Manage exam anxiety.,82.55
138280,23,Other,Business,3.4,4.9,2.5,No,69.9,6.0,Fair,3,Bachelor,Medium,7.5,Yes,4.0,4,6.7,No,0,12.5,Cafe,Yes,Medium,8,9,6,Visual,8.6,98,Reduce social media usage. Too much time on Netflix. Improve attendance.,90.97
138281,23,Other,Psychology,2.4,0.7,0.8,Yes,88.6,8.4,Good,6,High School,High,6.4,Yes,2.86,3,7.0,No,0,4.0,Co-Learning Group,Yes,Low,8,5,10,Kinesthetic,7.7,82,Manage exam anxiety.,87.0
138282,17,Other,Computer Science,3.3110463159495334,0.1,3.6,Yes,76.7,7.6,Good,0,Some College,Medium,6.0,No,4.0,3,7.5,No,2,8.2,Library,Yes,Medium,4,7,8,Kinesthetic,6.6,100,Too much time on Netflix. Manage exam anxiety.,89.94
138283,20,Male,Computer Science,5.653263146714121,2.3,0.7,No,99.9,6.1,Good,0,Some College,Low,4.9,Yes,4.0,4,3.2,No,4,9.1,Cafe,Yes,High,2,8,7,Auditory,6.1,100,Keep up the good work!,93.15
138284,24,Female,Arts,3.1,3.7,1.6,No,82.1,6.6,Poor,2,Master,Medium,5.3,No,4.0,8,5.2,No,0,8.6,Co-Learning Group,No,Low,10,4,10,Auditory,6.9,100,Reduce social media usage. Work on motivation. Manage exam anxiety.,85.66
138285,25,Female,Biology,5.2,0.6,1.2,Yes,47.2,7.0,Good,6,Bachelor,Medium,4.8,No,4.0,2,6.5,No,2,7.5,Library,Yes,High,9,7,8,Kinesthetic,2.2,93,Improve attendance. Manage exam anxiety.,91.98
138286,27,Other,Computer Science,4.734439775400622,0.9,2.8,No,97.8,7.2,Fair,4,PhD,Low,5.9,No,4.0,3,4.6,No,3,9.0,Cafe,Yes,High,8,3,10,Kinesthetic,8.7,100,Too much time on Netflix. Work on motivation. Manage exam anxiety.,87.7
138287,22,Other,Arts,1.6,0.9,3.7,Yes,94.5,6.6,Fair,5,High School,Medium,6.3,No,4.0,2,1.6,No,5,6.5,Library,No,High,2,5,10,Kinesthetic,8.1,100,Increase daily study time. Too much time on Netflix. Manage exam anxiety.,84.61
138288,16,Other,Engineering,4.1,1.6,3.6,No,47.6,7.6,Poor,0,PhD,Low,6.0,Yes,3.99,2,3.7,No,4,11.1,Library,Yes,Medium,6,6,9,Auditory,2.5,88,Too much time on Netflix. Improve attendance. Manage exam anxiety.,89.73
138289,17,Female,Psychology,6.6,2.0,0.8,No,90.1,6.7,Fair,1,Some College,Low,7.0,Yes,3.4,5,3.6,No,1,10.0,Dorm,Yes,Low,7,4,10,Kinesthetic,5.7,85,Work on motivation. Manage exam anxiety.,90.67
138290,27,Male,Biology,5.2,2.5,0.8,Yes,80.2,9.2,Poor,1,High School,Low,4.8,No,4.0,3,7.4,No,0,9.7,Cafe,Yes,Medium,8,3,10,Visual,4.2,100,Work on motivation. Manage exam anxiety.,89.58
138291,16,Other,Engineering,8.5,2.8,3.5,No,46.3,8.6,Fair,6,Master,High,5.1,No,4.0,7,7.5,No,5,15.3,Quiet Room,Yes,Medium,8,7,8,Auditory,2.9,100,Too much time on Netflix. Improve attendance. Manage exam anxiety.,97.66
138292,22,Male,Arts,4.2,1.2,0.5,Yes,72.9,7.2,Good,6,Some College,Low,4.1,Yes,3.39,3,4.5,No,5,7.8,Cafe,Yes,High,3,1,10,Auditory,2.9,77,Work on motivation. Manage exam anxiety.,85.04
138293,20,Other,Arts,5.3,3.2,0.4,Yes,42.1,4.2,Good,7,Master,Medium,5.4,Yes,3.72,1,3.8,No,2,9.0,Library,No,High,5,6,9,Reading,6.4,100,Improve sleep hygiene. Reduce social media usage. Improve attendance. Manage exam anxiety.,88.96
138294,28,Other,Arts,2.0,3.8,0.4,No,67.2,5.0,Poor,6,Bachelor,Low,6.4,Yes,2.95,7,3.8,No,3,8.2,Cafe,No,Low,8,1,10,Auditory,6.2,74,Improve sleep hygiene. Reduce social media usage. Improve attendance. Work on motivation. Manage exam anxiety.,80.35
138295,23,Other,Psychology,4.3,0.3,1.9,Yes,66.1,4.2,Poor,3,High School,Medium,6.8,Yes,2.67,5,5.2,No,4,7.1,Library,Yes,Low,4,3,10,Auditory,4.6,67,Improve sleep hygiene. Improve attendance. Work on motivation. Manage exam anxiety.,84.84
138296,17,Female,Psychology,2.9,4.6,1.9,No,85.5,4.1,Good,3,High School,Low,8.4,Yes,3.51,3,6.7,No,2,9.8,Library,Yes,Low,5,4,10,Auditory,9.2,89,Improve sleep hygiene. Reduce social media usage. Work on motivation. Manage exam anxiety.,83.61
138297,23,Male,Engineering,2.4,3.8,0.1,Yes,96.2,6.4,Fair,7,Some College,Low,8.6,Yes,3.72,4,4.6,No,0,7.6,Library,Yes,Medium,4,4,10,Visual,5.4,86,Reduce social media usage. Work on motivation. Manage exam anxiety.,84.51
138298,21,Male,Psychology,9.4,4.1,3.4,Yes,73.8,11.7,Good,0,PhD,High,5.4,No,4.0,4,4.7,No,1,18.1,Library,No,Medium,4,2,10,Reading,6.4,99,Reduce social media usage. Too much time on Netflix. Work on motivation. Manage exam anxiety.,96.35
138299,25,Male,Psychology,6.8,4.7,0.5,No,62.4,7.7,Poor,0,High School,Medium,6.9,Yes,4.0,7,5.6,No,3,14.0,Dorm,Yes,Medium,9,3,10,Auditory,3.7,100,Reduce social media usage. Improve attendance. Work on motivation. Manage exam anxiety.,90.61
138300,17,Other,Arts,3.0,0.1,2.8,Yes,47.0,6.4,Poor,2,High School,Low,8.6,No,4.0,8,5.5,No,4,7.9,Quiet Room,Yes,High,1,7,8,Visual,6.1,93,Too much time on Netflix. Improve attendance. Manage exam anxiety.,88.6
138301,26,Female,Arts,3.2,0.8,3.1,No,68.6,7.7,Fair,5,Bachelor,Medium,8.0,Yes,3.69,7,5.0,No,5,7.2,Co-Learning Group,No,Low,3,10,5,Visual,2.3,92,Too much time on Netflix. Improve attendance.,93.07
138302,19,Female,Computer Science,4.319683132818971,1.5,0.5,Yes,89.1,5.1,Good,0,Master,High,5.4,Yes,4.0,3,6.6,No,3,7.8,Dorm,No,Medium,2,7,8,Visual,3.5,100,Improve sleep hygiene. Manage exam anxiety.,89.42
138303,17,Female,Engineering,7.0,4.5,0.2,Yes,76.2,8.3,Good,1,Some College,Low,8.1,Yes,4.0,4,3.9,No,2,12.4,Cafe,Yes,Low,6,8,7,Kinesthetic,4.6,97,Reduce social media usage.,96.45
138304,28,Female,Business,1.7,2.2,2.9,No,52.8,6.5,Good,2,Master,Low,5.5,Yes,2.96,4,6.8,No,2,7.0,Quiet Room,Yes,Low,4,6,9,Visual,5.6,74,Increase daily study time. Too much time on Netflix. Improve attendance. Manage exam anxiety.,85.64
138305,19,Female,Biology,3.8,4.8,0.7,No,98.1,5.2,Good,7,Some College,High,9.8,No,3.64,1,2.7,No,3,10.9,Cafe,No,High,8,6,9,Auditory,2.4,94,Improve sleep hygiene. Reduce social media usage. Manage exam anxiety.,87.48
138306,20,Female,Psychology,5.1,1.0,0.5,No,69.7,5.3,Good,7,Bachelor,High,6.9,No,4.0,5,5.5,No,0,8.2,Library,Yes,Medium,5,1,10,Kinesthetic,1.7,100,Improve sleep hygiene. Improve attendance. Work on motivation. Manage exam anxiety.,84.92
138307,20,Other,Biology,8.1,3.9,0.4,No,49.6,7.3,Good,6,Master,High,8.7,Yes,4.0,6,5.4,No,3,13.4,Library,Yes,High,5,5,10,Visual,3.2,86,Reduce social media usage. Improve attendance. Manage exam anxiety.,93.88
138308,17,Female,Engineering,2.6,2.7,1.0,No,52.3,8.1,Good,5,Master,Medium,7.0,No,3.18,4,4.6,No,4,6.8,Quiet Room,No,Medium,3,6,9,Reading,9.6,74,Improve attendance. Manage exam anxiety.,88.1
138309,26,Female,Psychology,3.8,1.4,1.3,No,67.2,8.3,Fair,5,Bachelor,Low,8.4,Yes,4.0,6,5.8,No,1,6.5,Cafe,Yes,Low,4,9,6,Kinesthetic,8.2,100,Improve attendance.,93.32
138310,27,Other,Arts,4.4,0.6,2.1,Yes,41.2,8.9,Good,5,Some College,Low,6.4,Yes,4.0,5,6.6,No,3,7.6,Dorm,No,Medium,5,5,10,Kinesthetic,2.2,100,Too much time on Netflix. Improve attendance. Manage exam anxiety.,89.99
138311,25,Male,Arts,3.0,4.7,1.5,Yes,88.2,6.8,Good,6,Bachelor,High,9.1,Yes,4.0,1,6.7,No,2,9.3,Library,Yes,Low,3,2,10,Kinesthetic,3.7,98,Reduce social media usage. Work on motivation. Manage exam anxiety.,83.83
138312,26,Female,Engineering,3.0,2.9,3.4,No,64.4,7.2,Fair,4,Bachelor,High,2.4,Yes,3.72,7,3.9,No,3,11.1,Cafe,Yes,High,4,1,10,Reading,5.2,91,Too much time on Netflix. Improve attendance. Work on motivation. Manage exam anxiety.,83.35
138313,18,Female,Biology,4.8,2.7,0.5,Yes,71.7,8.2,Fair,3,Some College,High,8.1,Yes,4.0,7,1.3,No,2,8.5,Cafe,Yes,Low,4,6,9,Kinesthetic,3.6,98,Manage exam anxiety.,91.12
138314,20,Male,Engineering,8.0,4.9,1.9,Yes,42.6,7.1,Poor,4,High School,Low,7.4,No,3.7,7,6.5,No,5,16.0,Dorm,No,High,2,6,9,Auditory,8.9,85,Reduce social media usage. Improve attendance. Manage exam anxiety.,94.8
138315,22,Male,Engineering,11.6,4.7,3.1,Yes,50.7,4.2,Good,0,High School,Medium,9.2,No,2.87,1,5.8,No,4,21.0,Dorm,No,Low,6,5,10,Reading,6.7,67,Improve sleep hygiene. Reduce social media usage. Too much time on Netflix. Improve attendance. Manage exam anxiety.,96.6
138316,22,Male,Computer Science,3.293931589647595,2.1,0.9,Yes,89.1,6.4,Poor,5,PhD,Low,5.9,No,3.99,6,5.0,No,3,7.4,Library,Yes,High,10,8,7,Kinesthetic,1.4,91,Keep up the good work!,89.97
138317,17,Other,Psychology,3.3,2.4,0.5,No,70.6,4.7,Good,1,Bachelor,High,10.0,Yes,3.58,7,6.5,No,2,8.0,Co-Learning Group,Yes,Medium,9,7,8,Kinesthetic,3.7,94,Improve sleep hygiene. Manage exam anxiety.,87.66
138318,28,Female,Biology,5.8,3.5,0.7,No,51.6,6.7,Fair,2,Some College,Low,8.9,No,3.55,6,3.8,No,4,11.7,Co-Learning Group,No,High,2,10,5,Reading,3.7,81,Reduce social media usage. Improve attendance.,95.86
138319,28,Female,Psychology,2.3,2.1,0.1,No,60.4,6.6,Good,0,PhD,Low,3.2,Yes,3.69,1,5.1,No,2,6.1,Co-Learning Group,Yes,Low,9,10,5,Reading,6.8,95,Improve attendance.,91.05
138320,21,Female,Computer Science,7.596789819951617,0.0,1.4,No,58.6,5.4,Good,0,Bachelor,Low,2.2,No,3.12,4,6.3,No,3,10.4,Co-Learning Group,No,Medium,1,6,9,Visual,6.9,76,Improve sleep hygiene. Improve attendance. Manage exam anxiety.,93.21
138321,19,Female,Computer Science,1.4390628146449325,2.7,0.6,Yes,46.4,9.1,Poor,3,Master,Medium,6.3,No,3.91,8,4.2,No,4,6.4,Library,No,High,1,4,10,Visual,8.3,90,Increase daily study time. Improve attendance. Work on motivation. Manage exam anxiety.,85.18
138322,17,Other,Engineering,5.9,3.3,0.7,Yes,71.1,8.3,Good,0,PhD,High,5.9,Yes,3.75,7,7.9,No,4,10.2,Dorm,No,Low,4,10,5,Auditory,3.4,90,Reduce social media usage.,97.17
